stationid	new_part	shahrestan	subbasin_i	Longitude	Latitude	new_elevation
219999989	2	288	112	50.15	31.883333	2311
219999990	2	336	124	51.16	31.856944	2250
219999991	2	227	95	47.583333	34.766667	1661
219999993	2	227	95	47.589444	34.778056	1695
229999002	2	289	147	50.033333	31.583333	1188
229999004	2	289	147	49.866667	31.55	709
229999005	2	289	147	49.883333	31.533333	694
229999006	2	289	110	49.933333	31.666667	1350
229999008	2	289	147	49.783333	31.45	530
229999009	2	289	147	49.816667	31.55	708
229999010	2	289	110	49.85	31.633333	931
229999011	2	298	146	49.716667	31.383333	345
229999012	2	289	110	49.783333	31.633333	1242
229999013	2	298	146	49.716667	31.333333	345
229999014	2	298	146	49.75	31.333333	350
229999015	2	57	151	50.416667	30.95	602
229999016	2	298	145	49.6	31.283333	154
229999017	2	292	150	50.333333	30.683333	688
229999018	2	292	150	50.283333	30.666667	320
229999020	2	57	151	50.466667	31.133333	1176
229999021	2	283	149	49.916667	30.75	177
229999023	2	297	144	49.433333	31.0	29
229999024	2	291	144	49.183333	30.716667	21
229999025	2	297	144	49.4	30.9	22
229999026	2	378	412	52.274444	29.752778	2092
229999027	2	299	144	48.95	30.766667	15
229999028	2	378	412	52.274444	29.752778	2092
229999029	2	292	156	50.4	30.533333	365
229999031	2	377	167	52.066667	30.216667	2340
229999032	2	291	144	49.183333	30.55	11
229999033	2	377	167	52.033333	30.183333	2033
229999036	2	57	158	50.566667	30.783333	806
229999037	2	388	165	51.653333	30.148056	1048
229999040	2	377	167	52.016667	30.216667	2141
229999041	2	388	164	51.516667	30.183333	912
229999042	1	190	364	51.371833	33.656611	2851
229999043	2	388	163	51.383333	30.166667	1057
229999045	2	374	161	51.239167	30.321944	763
229999046	2	374	161	51.366667	30.433333	933
229999047	2	60	154	50.75	30.25	726
229999048	2	53	162	51.05	30.45	1014
229999049	2	306	152	49.666667	30.5	11
229999051	2	289	148	49.816667	31.383333	528
229999052	2	299	144	48.733333	30.65	9
229999053	2	57	151	50.4	30.916667	660
229999054	2	292	153	50.2	30.316667	137
229999056	2	291	144	49.168056	30.862222	12
229999057	2	299	144	48.666667	30.65	7
229999058	2	306	152	49.7	30.233333	8
229999063	2	377	167	52.05	30.05	1876
229999065	2	377	167	52.033333	30.05	1862
229999068	2	59	158	50.740278	30.758889	726
229999069	2	59	158	50.7	30.666667	743
229999071	2	388	163	51.303056	30.253333	727
229999073	2	388	164	51.502222	30.196667	893
229999081	2	388	164	51.502222	30.198333	895
229999085	2	377	167	52.016667	30.033333	1823
229999100	2	57	158	50.6	30.783333	780
229999101	2	377	167	52	30.216667	2141
229999102	2	53	159	50.966667	30.533333	1116
229999104	2	60	154	50.683333	30.4	728
229999110	2	59	159	51.083333	30.683333	2012
229999111	2	388	163	51.572778	30.009167	1044
229999112	2	60	160	50.85	30.316667	728
229999114	2	60	160	50.7	30.116667	723
229999116	2	57	157	50.516667	30.65	809
229999120	2	388	160	51.083333	30.066667	806
229999122	2	388	163	51.335833	30.121389	1120
229999126	2	53	162	51.15	30.433333	1167
229999127	2	54	151	50.251667	30.992778	1039
229999129	2	57	151	50.580556	31.033056	907
229999136	2	388	163	51.316667	30.216667	904
229999140	2	388	160	51.206944	30.077778	1002
229999150	2	377	167	52.166667	30.0	2104
229999172	2	388	163	51.3	30.25	769
229999200	2	377	167	52.083333	30.15	2325
229999212	2	307	67	47.783333	31.533333	14
229999213	2	53	160	51.198333	30.248611	736
229999215	2	55	151	50.866667	30.966667	1595
229999304	2	59	158	50.833333	30.783333	1471
229999400	2	60	157	50.766667	30.55	882
229999401	2	289	147	49.966667	31.633333	1229
229999403	2	60	155	50.783333	30.366667	729
229999404	2	57	151	50.416667	30.916667	812
229999405	2	284	149	49.816667	30.766667	375
229999523	2	60	159	50.766667	30.633333	856
229999529	2	388	167	51.974444	30.028056	1529
229999759	2	289	147	50.05	31.583333	1674
229999943	2	55	151	50.9	31.1	1906
229999945	2	55	118	51.783333	30.616667	2524
229999947	2	58	151	50.433333	30.983333	842
229999949	2	54	150	50.1	30.933333	673
229999961	2	289	147	49.766667	31.583333	1162
229999968	2	289	110	49.766667	31.616667	827
239999001	2	383	172	51.611111	29.794167	867
239999002	2	334	477	50.5	29.583333	7
239999003	2	383	172	51.566667	29.783333	797
239999004	2	334	169	50.619167	29.615833	12
239999005	2	383	172	51.501944	29.716944	699
239999006	2	383	172	51.65	29.616667	843
239999009	2	383	171	51.433333	29.583333	552
239999011	2	328	170	51.116667	29.566667	107
239999012	2	378	177	51.983333	29.666667	2132
239999013	2	328	170	51.1	29.383333	32
239999015	2	383	178	51.783333	29.55	840
239999016	2	328	170	51.2	29.266667	47
239999017	2	383	176	52.115278	29.243611	987
239999018	2	328	189	51.7	28.833333	576
239999019	2	383	174	51.978889	29.244722	785
239999021	2	383	175	51.85	29.266667	652
239999022	2	383	178	51.772778	29.527778	834
239999024	2	383	171	51.481944	29.632778	839
239999025	2	328	170	51.283333	29.466667	118
239999026	2	379	175	52.1	28.866667	894
239999027	2	328	170	51.1	29.316667	14
239999028	2	383	171	51.416667	29.583333	528
239999029	2	326	179	51.3	28.883333	79
239999031	2	383	174	51.766667	29.35	688
239999034	2	383	174	51.799167	29.383056	601
239999035	2	383	172	51.55	29.783333	800
239999043	2	383	171	51.3	29.603056	499
239999053	2	383	170	51.736389	29.391389	530
239999056	2	383	174	51.883333	29.266667	698
239999057	2	383	174	51.85	29.283333	667
239999058	2	328	190	51.650556	29.002778	749
239999061	2	334	169	50.783333	29.55	29
239999063	2	326	180	51.1	28.5	14
239999072	2	334	169	50.533333	29.633333	9
239999075	2	334	168	50.525	29.877778	57
239999077	2	328	170	51.423056	29.145833	932
239999085	2	379	189	52.05	28.766667	776
239999086	2	383	173	52	29.5	2226
239999087	2	378	412	52.264722	29.7325	2162
239999093	2	378	412	52.276111	29.786667	2359
239999100	2	382	202	52.868889	28.507222	900
239999101	2	133	589	50.08333333	28.21666667	0
239999108	2	368	404	53.6	30.2	2274
239999110	2	388	163	51.572778	30.006944	1033
239999111	2	382	187	52.779444	28.3675	936
239999124	2	331	168	50.233333	30.1	7
239999127	2	328	170	51.478611	29.255278	630
239999135	2	326	179	51.216667	29.133333	61
239999138	2	388	160	51.233333	30.033333	1552
239999140	2	388	160	51.206944	30.075556	1025
239999142	2	388	160	51.206944	30.076667	1010
239999143	2	328	190	51.533333	29.15	866
239999144	2	383	173	51.816667	29.783333	1985
239999145	2	383	175	51.7	29.283333	889
239999147	2	383	170	51.666667	29.35	915
239999151	2	383	174	51.694722	29.510833	813
239999153	2	383	170	51.541944	29.516944	881
239999155	2	383	170	51.374167	29.638611	647
239999157	2	388	169	51.015556	29.931389	648
239999159	2	379	175	51.961111	28.966667	765
239999441	2	328	179	51.466667	28.9	402
249999001	2	384	219	52.566667	29.2	1701
249999003	2	369	217	53.05	29.0	1366
249999005	2	380	212	53.9	28.883333	1322
249999006	2	385	225	53.533333	28.133333	834
249999007	2	380	208	53.85	28.566667	1131
249999009	2	369	207	53.616667	28.6	1027
249999010	2	380	209	53.65	28.95	1375
249999011	2	369	207	53.45	28.6	983
249999013	2	369	207	53.75	28.466667	1384
249999014	2	380	212	53.833333	28.85	1276
249999015	2	369	207	53.733333	28.483333	1418
249999017	2	369	215	53.133333	28.633333	905
249999018	2	382	203	53.1	28.433333	695
249999019	2	382	203	53.128889	28.499722	1043
249999020	2	382	204	53.316667	28.35	778
249999021	2	381	193	52.562778	29.094722	1601
249999023	2	381	192	52.538333	28.911667	1469
249999024	2	0	257	51.940278	27.838889	9
249999025	2	381	192	52.666667	28.683333	1217
249999026	2	366	211	53.766667	29.2	1599
249999027	2	379	191	52.308611	28.448333	422
249999028	2	329	183	51.764167	28.393889	50
249999029	2	329	183	51.85	28.25	144
249999030	2	382	203	53.066667	28.533333	944
249999031	2	329	181	51.366667	28.233333	359
249999032	2	369	207	53.55	28.533333	1035
249999033	2	378	219	52.15	29.666667	1941
249999035	2	366	214	54.266667	29.016667	1467
249999036	2	327	186	52.321944	27.829722	648
249999039	2	380	210	53.616667	29.15	1810
249999040	1	389	256	52.664444	27.655278	466
249999043	2	369	207	53.75	28.566667	1081
249999049	2	369	207	53.533333	28.5	1063
249999053	2	381	192	52.55	28.866667	1345
249999055	2	381	193	52.566667	29.0	1457
249999056	2	328	190	51.650556	29.002778	749
249999057	2	379	191	52.316667	28.6	598
249999058	2	379	191	52.333333	28.45	409
249999061	2	369	205	53.3	28.6	1039
249999064	1	372	199	53.1	27.866667	527
249999065	2	379	187	52.383333	28.193056	214
249999066	2	380	208	53.95	28.6	1156
249999070	2	381	192	52.383333	28.95	2552
249999072	2	381	191	52.633333	28.533333	1204
249999074	2	380	208	53.716667	28.716667	1671
249999075	2	329	182	51.361389	28.650833	36
249999077	2	369	207	53.85	28.516667	1294
249999082	2	380	213	53.983333	28.95	1398
249999090	2	378	176	52.216667	29.45	2339
249999100	2	378	221	51.866667	29.816667	2195
249999120	2	382	200	52.583333	28.366667	584
249999121	1	385	228	54	27.766667	958
249999132	1	385	228	54.02375	27.767222	962
249999143	1	372	199	53.117222	27.868611	543
249999151	2	329	188	51.783333	28.516667	573
249999153	2	330	181	51.566667	28.2	13
249999155	2	381	202	52.75	28.533333	1111
249999206	2	381	193	52.583333	29.05	1557
249999219	2	381	192	52.6	28.866667	1839
249999230	1	385	226	54.416667	27.85	1016
249999313	1	385	224	53.916667	28.066667	857
249999500	2	378	194	52.333333	29.266667	1800
249999511	2	384	414	52.651667	29.273333	1530
249999850	2	380	208	53.933333	28.6	1150
249999852	2	380	210	53.483333	29.166667	1619
249999901	2	381	191	52.5625	28.616389	870
249999907	2	328	189	51.7	28.833333	576
259999001	1	154	253	55.270833	26.882222	27
259999002	1	154	261	54.333333	26.85	74
259999003	1	386	255	53.05	27.383333	449
259999004	1	154	259	53.9	26.9	75
259999005	1	161	267	56.05	26.85	13
259999006	1	332	280	52.6	27.483333	9
259999007	1	386	196	53.040328	27.73884	628
259999008	1	161	267	56.016667	26.866667	27
259999010	1	161	267	56.266667	26.95	44
259999021	1	161	290	55.283333	26.65	6
259999025	1	389	255	52.883333	27.55	439
259999100	2	0	257	52.066667	27.833333	11
259999103	2	330	257	51.766667	28.066667	28
259999104	1	154	304	54.364167	26.657501	14
259999105	1	154	261	54.941389	26.721944	41
259999110	1	152	254	54.433333	27.1	295
259999126	1	154	261	54.871663	26.558051	16
259999127	1	152	254	54.166667	27.2	528
259999128	1	386	255	53.816667	27.25	392
259999129	1	154	261	54.75	26.783333	29
259999130	1	154	253	54.933333	27.016667	139
259999131	1	386	255	53.6	27.2	486
259999132	1	215	261	53.999998	26.566644	6
259999133	1	386	255	53.433333	27.233333	411
259999134	1	0	267	53.466667	26.966667	0
259999135	1	163	255	53.233333	27.233333	1074
259999136	1	151	302	55.030828	25.889722	12
259999137	1	138	306	55.3	26.6525	4
259999140	1	386	255	53.183333	27.33	433
259999143	1	372	199	53.117222	27.868611	543
259999351	1	154	261	54.883333	26.566667	17
259999353	1	152	254	54.366667	27.2	403
269999001	2	390	252	54.516667	28.983333	1709
269999002	2	385	225	53.544722	28.166667	798
269999003	2	366	252	54.4	28.966667	1493
269999004	1	158	229	55.683333	27.383333	397
269999005	2	373	250	54.45	28.816667	1230
269999006	1	157	241	56.15	28.166667	830
269999007	1	373	249	54.383333	28.583333	1102
269999009	1	157	246	55.416667	28.116667	662
269999010	1	372	222	53.5	27.9	668
269999011	1	157	240	55.816667	28.583333	1415
269999012	2	373	250	54.45	28.75	1108
269999013	1	157	239	55.805	28.220278	774
269999014	1	157	239	55.805	28.235556	808
269999015	1	155	230	56.0675	27.291667	51
269999017	2	366	252	54.4	28.966667	1493
269999018	1	157	239	56.116667	27.983333	1177
269999019	2	366	250	54.4	28.866667	1312
269999020	2	373	250	54.683333	28.65	1147
269999021	2	366	250	54.4	28.866667	1312
269999022	1	198	242	56.633333	28.316667	1092
269999023	2	366	252	54.366667	28.933333	1430
269999024	1	375	249	54.416667	28.35	1055
269999026	1	373	248	55.166667	28.333333	903
269999028	1	157	246	55.45	28.133333	665
269999030	1	157	244	55.566667	28.483333	1463
269999032	1	198	242	56.35	28.466667	1051
269999033	2	373	250	54.533333	28.7	1089
269999034	1	157	241	56.25	28.016667	1148
269999035	1	157	241	55.933333	28.216667	846
269999036	1	385	236	54.316667	27.633333	903
269999037	1	158	229	55.548333	27.196111	72
269999038	1	198	242	56.55	28.666667	1792
269999040	1	198	242	56.548889	28.670278	1803
269999041	1	389	256	52.666667	27.666667	454
269999043	1	373	247	55.147222	28.167778	731
269999046	1	158	229	55.466667	27.416667	294
269999047	1	198	242	56.35	28.45	1034
269999100	1	157	240	55.8	28.683333	1630
269999102	1	152	232	54.7	27.283333	377
269999110	1	157	239	55.883333	28.083333	679
269999112	1	373	245	55.25	28.616667	1938
269999117	1	155	233	55.55	27.666667	369
269999118	1	158	229	55.416667	27.466667	379
269999119	1	158	229	55.466667	27.416667	294
269999120	1	385	228	54.042222	27.764722	927
269999126	1	155	238	55.9	27.633333	324
269999140	1	163	258	53.166667	27.216667	605
269999141	2	373	250	54.336111	28.784444	1093
269999142	1	198	243	56.866667	28.316667	1511
269999143	1	375	227	54.446389	28.173056	1110
269999145	1	385	197	54.185278	27.488611	673
269999147	1	372	201	53.278889	28.054444	613
269999153	1	157	245	55.516667	28.433333	1455
269999200	1	198	242	56.1	28.466667	1079
269999201	1	157	240	55.890556	28.309722	924
269999202	1	186	386	51.774	31.575389	2803
269999203	1	157	241	56.083333	28.15	835
269999204	1	373	248	55.2	28.3	895
269999205	1	157	242	56.75	28.15	1895
269999206	1	157	241	56.316667	28.016667	1152
269999207	1	157	244	55.633333	28.7	1616
269999208	1	385	233	55.216667	27.566667	487
269999209	1	158	229	55.083333	27.333333	238
269999210	1	157	245	55.466667	28.383333	1728
269999211	1	157	240	55.883333	28.283333	933
269999212	1	385	229	54.95	27.55	512
269999213	1	373	249	54.383333	28.583333	1102
269999214	1	152	232	54.266667	27.25	1321
269999215	1	385	233	54.766667	27.783333	623
269999216	1	385	233	54.5	27.5	772
269999217	1	385	235	55.016667	27.9	672
269999218	1	385	234	55.5	27.9	703
269999219	1	152	232	54.033333	27.333333	939
269999220	1	155	238	56.05	27.733333	654
269999221	1	152	229	55.116667	27.216667	265
269999222	1	157	241	56.25	27.95	2115
269999223	1	200	242	56.316667	28.65	1674
269999224	1	200	242	56.316667	28.816667	2026
269999225	1	198	242	56.666667	28.516667	1447
269999226	1	152	254	54.366667	27.183333	421
269999228	1	389	255	52.885833	27.554722	440
269999230	1	385	226	54.420833	27.850833	1008
269999231	2	373	250	54.561944	28.7625	1208
269999232	1	373	248	54.966667	28.7	2264
269999235	1	155	231	56.066667	27.583333	346
269999300	1	155	238	55.8	27.85	899
269999311	1	157	240	55.833333	28.3	1015
269999313	1	385	224	53.916667	28.068611	850
269999315	1	375	235	54.65	28.05	787
269999322	1	200	242	56.748056	28.75	1968
269999407	1	198	242	56.65	28.333333	1115
269999409	1	200	242	56.334722	28.818056	2085
269999413	1	373	433	54.813611	28.796111	2229
269999415	1	373	245	55.335833	28.564167	1548
279999002	1	155	271	56.283333	27.183333	12
279999003	1	155	274	56.568056	27.504722	140
279999005	1	159	283	57.25	27.769722	465
279999006	1	155	274	56.55	27.433333	32
279999007	1	159	283	57.266667	27.733333	417
279999008	1	155	274	56.633333	27.483333	42
279999009	1	217	282	57.559167	27.718611	780
279999010	1	155	274	56.734167	27.426667	33
279999011	1	159	280	57.2525	27.475556	223
279999012	1	198	243	56.95	28.483333	1943
279999013	1	159	280	57.2	27.283333	144
279999014	1	213	284	57.15	28.3	1268
279999015	1	159	278	57.217222	27.278889	145
279999016	1	213	284	57.283333	28.066667	618
279999017	1	159	278	57.213056	27.278889	151
279999018	2	132	436	51.21666667	28.0	0
279999019	1	162	277	57.116667	27.166667	79
279999020	1	207	436	57.866667	28.066667	478
279999021	1	213	284	57.1	28.183333	1102
279999022	1	213	284	57.416667	28.183333	693
279999023	1	155	274	56.8725	27.500833	64
279999025	1	155	274	56.833333	27.35	16
279999026	1	159	280	57.0875	27.481111	299
279999027	1	155	274	56.840833	27.542222	95
279999028	1	159	283	57.233333	27.733333	473
279999030	1	217	279	57.65	27.633333	662
279999031	1	213	284	57.216667	28.0	589
279999032	1	219	279	57.5	27.416667	342
279999034	1	219	279	57.733333	27.4	522
279999036	1	159	278	57.416667	27.2	228
279999037	1	162	278	57.481667	27.205	257
279999038	1	162	277	57.066667	27.15	26
279999039	1	217	436	57.5	27.9	508
279999040	1	213	284	57.516667	28.133333	653
279999041	1	219	279	57.733333	27.4	522
279999042	1	213	284	57.483333	28.133333	640
279999043	1	219	279	57.85	27.15	997
279999044	1	159	283	57.1	27.616667	578
279999045	1	155	274	56.659444	27.2	9
279999049	1	162	274	56.983333	27.316667	21
279999050	1	162	274	56.983333	27.316667	21
279999051	1	213	284	57.333333	28.183333	643
279999053	1	157	283	56.95	27.983333	901
279999055	1	159	283	57.383333	27.783333	530
279999057	1	155	274	56.65	27.2	7
279999060	1	157	283	56.95	27.983333	901
279999065	1	159	283	57.392778	27.786111	530
279999106	1	155	274	56.516667	27.666667	449
279999108	1	157	276	56.766667	27.966667	972
279999114	1	155	274	56.466667	27.733333	556
279999120	1	157	276	56.666667	27.916667	1055
279999122	1	157	274	56.75	27.816667	847
279999124	1	155	274	56.733333	27.65	402
279999130	1	155	273	56.276667	27.395	310
279999132	1	155	274	56.716667	27.183333	16
279999134	1	198	242	56.916667	28.583333	2468
279999136	1	155	275	56.233333	27.683333	491
279999140	1	155	274	56.483333	27.616667	276
279999144	1	155	274	56.4	27.9	1755
279999146	1	155	273	56.2	27.416667	1872
279999147	1	155	273	56.166667	27.433333	2107
279999148	1	219	279	57.666667	27.233333	671
279999149	1	155	272	56.166667	27.383333	1102
279999150	1	155	273	56.209444	27.470833	619
279999151	1	155	273	56.407778	27.406667	76
279999152	1	155	272	56.219167	27.333333	98
279999153	1	155	229	55.872222	27.126944	14
279999154	1	219	281	57.466667	27.616667	480
279999155	1	155	231	56.078611	27.569167	313
279999160	1	162	277	56.866667	27.116667	8
279999172	1	155	274	56.883333	27.466667	45
279999202	1	219	279	57.516667	27.4	320
279999203	1	159	283	57.2	27.766667	468
279999302	1	155	272	56.383333	27.25	12
279999304	1	155	274	56.874444	27.619722	180
279999402	1	162	277	57.083333	27.133333	34
279999809	1	155	274	56.866667	27.5	67
279999904	1	155	274	56.476111	27.838056	992
289999003	1	156	289	57.5	25.816667	20
289999004	1	156	302	57.8	25.666667	13
289999005	1	156	291	58.464444	25.790556	16
289999006	1	156	290	58.266667	25.7	13
289999007	1	162	287	57.6	26.666667	636
289999008	1	160	288	57.233333	26.166667	12
289999009	1	153	290	57.7	26.209722	341
289999011	1	162	287	57.278333	26.827222	68
289999012	1	160	288	57.219444	26.446389	18
289999014	1	162	288	57.583333	26.516667	531
289999015	1	162	288	57.6	26.583333	699
289999016	1	162	286	57.015556	26.965556	13
289999017	1	156	290	58.2	25.766667	83
289999018	1	156	290	58.183333	25.716667	15
289999019	1	156	290	58.018056	25.722222	50
289999020	1	156	290	57.7	26.2	319
289999021	1	160	286	57.120833	26.701389	72
289999025	1	156	293	58.921389	25.557222	27
289999030	1	156	289	57.5025	25.816944	17
289999035	1	162	286	57.015556	26.965556	13
289999039	1	217	436	57.5	27.866667	532
289999040	1	156	290	58.018056	25.705556	19
289999045	1	162	287	57.215	26.961667	31
289999050	1	156	290	58.17	25.827778	26
289999055	1	160	288	57.241667	26.177222	10
289999060	1	153	291	58.4	26.466667	769
289999063	1	156	290	57.833333	26.166667	468
289999065	1	153	290	57.783333	26.666667	1578
289999067	1	160	286	57.120833	26.701389	72
289999081	1	162	287	57.216667	26.95	28
289999107	1	153	290	58.016667	26.733333	1112
289999108	1	153	290	57.883333	26.6	972
289999110	1	153	290	58.077778	26.176389	340
289999112	1	0	286	57.01666667	26.8	0
289999114	1	160	288	57.083333	26.5	8
289999115	1	153	291	58.366667	26.133333	678
289999116	1	156	292	58.9	25.933333	123
289999117	1	146	292	59.066667	26.408333	450
289999119	1	156	289	57.8	25.966667	231
289999120	1	162	287	57.516667	26.966667	433
289999123	1	156	292	58.9	25.75	62
289999125	1	156	293	58.916667	25.55	15
289999127	1	156	290	58.166667	25.816667	23
289999128	1	162	287	57.416667	26.833333	206
289999131	1	156	288	57.35	26.083333	33
289999133	1	153	292	58.7	26.233333	540
289999138	1	162	287	57.333333	27.066667	199
289999140	1	153	290	58.2	26.6	925
289999141	1	153	290	58.183333	26.4	756
289999142	1	153	291	58.383333	26.416667	702
289999150	1	153	290	57.966667	26.216667	331
289999152	1	156	302	57.3	25.916667	9
289999158	1	153	290	57.733333	26.433333	936
289999200	1	160	288	57.25	26.516667	51
289999813	1	156	292	58.713611	25.701389	16
299999003	1	146	299	59.933333	26.533333	1266
299999005	1	143	298	60.133333	25.616667	60
299999007	1	142	304	60.614444	26.196944	387
299999008	1	143	300	60.383333	25.366667	12
299999009	1	150	303	60.871111	25.751944	41
299999010	1	150	301	60.633333	25.3	14
299999011	1	139	306	61.221944	26.554167	787
299999013	1	139	305	61.732222	26.073889	234
299999015	1	150	302	61.421667	25.720278	23
299999016	1	139	306	61.25	26.633333	923
299999018	1	139	305	61.75	26.233333	437
299999019	1	143	297	59.583333	25.466667	19
299999023	1	146	299	60.2	26.216667	452
299999027	1	146	299	60.046389	26.445556	800
299999043	1	144	307	61.9	26.683333	978
299999045	1	139	306	61.333333	26.116667	530
299999047	1	146	295	59.516667	26.3	396
299999049	1	146	299	60.016667	26.583333	1207
299999055	1	144	307	62.327222	26.531111	520
299999057	1	146	299	60.179167	26.164167	374
299999102	1	143	294	59.333333	25.716667	16
299999103	1	146	304	60.666667	26.666667	1089
299999104	1	150	300	60.616667	25.366667	54
299999105	1	146	304	60.4	26.616667	1301
299999106	1	142	304	60.75	26.45	825
299999107	1	141	296	59.640833	26.575	718
299999124	1	150	303	61.216667	25.583333	12
319999001	2	352	329	47.666667	38.0	1868
319999003	2	352	329	47.516667	38.033333	1957
319999004	2	352	329	47.516667	37.866667	1650
319999005	2	352	329	47.483333	37.883333	1643
319999006	2	349	326	46.05	37.966667	1339
319999007	2	347	328	46.816667	37.85	1761
319999009	2	347	326	46.716667	37.933333	1900
319999011	2	360	326	46.483333	38.15	1513
319999013	2	347	326	46.583333	37.983333	1766
319999015	2	360	326	46.4	38.116667	1472
319999017	2	349	326	46.266667	38.15	1385
319999018	2	349	326	46.466667	37.983333	1823
319999019	2	349	326	46.433333	37.833333	2227
319999021	2	349	326	46.483333	37.916667	2013
319999022	2	353	326	46.116667	38.183333	1338
319999025	2	349	326	46.216667	38.116667	1337
319999027	2	360	327	47.233333	38.2	2039
319999031	2	349	326	46.333333	37.85	2278
319999032	2	352	329	47.5	38.033333	1901
319999033	2	349	326	46.15	38.016667	1426
319999034	2	353	326	46.1	38.183333	1333
319999035	2	345	326	46.166667	37.9	1644
319999036	2	360	326	46.55	38.333333	2052
319999037	2	344	325	46.1	37.733333	1809
319999039	2	344	325	45.983333	37.75	1404
319999041	2	349	326	46.316667	38.083333	1445
319999042	2	347	326	46.683333	37.933333	2043
319999043	2	344	332	45.916667	37.816667	1291
319999044	2	360	327	46.966667	38.333333	1834
319999045	2	349	326	46.05	38.016667	1304
319999046	2	1	332	45.433333	37.483333	1262
319999053	2	360	327	47.116667	38.25	1916
319999056	2	360	327	47.1	38.266667	1966
319999057	2	360	327	47.1	38.266667	1966
319999059	2	349	326	46.35	38.45	2427
319999098	2	344	325	45.916667	37.783333	1298
319999101	2	347	326	46.733333	37.916667	1925
319999107	2	360	326	46.466667	38.183333	1597
319999109	2	352	327	47.116667	38.066667	1584
319999113	2	347	328	46.733333	37.833333	1893
319999117	2	360	327	46.816667	38.166667	1517
319999119	2	360	326	46.566667	38.15	1516
319999527	2	353	326	46.2	38.2	1431
319999923	2	352	327	47.333333	37.966667	1683
319999925	2	353	326	46.25	38.4	2021
319999926	2	353	326	46.116667	38.366667	1770
319999964	2	347	328	46.966667	37.966667	1681
319999970	2	352	329	47.25	37.783333	2022
319999971	2	352	327	47.116667	38.066667	1584
319999972	2	360	327	47.1	38.266667	1966
319999973	2	360	327	46.966667	38.116667	1546
319999974	2	352	327	47.1	37.966667	1652
319999975	2	347	17	47.100159	37.751612	1959
319999976	2	345	326	46.116667	37.916667	1505
319999977	2	345	326	46.266667	37.783333	2477
319999978	2	345	326	46.233333	37.733333	2557
319999979	2	344	325	45.9	37.666667	1555
329999001	2	354	332	45.783333	37.516667	1262
329999003	2	354	323	45.9	37.466667	1296
329999005	2	356	322	46.166667	37.433333	1585
329999007	2	356	322	46.266667	37.466667	1640
329999009	2	356	322	46.25	37.383333	1459
329999011	2	356	322	46.316667	37.35	1570
329999013	2	348	322	46.05	37.316667	1298
329999015	2	354	323	46.133333	37.533333	1681
329999019	2	354	323	46.1	37.516667	1548
329999020	2	356	322	46.25	37.433333	1558
329999021	2	354	323	45.883333	37.45	1287
329999022	2	354	323	45.933333	37.483333	1328
329999023	2	356	322	46.25	37.45	1619
329999031	2	356	322	46.233333	37.416667	1501
329999047	2	354	323	46.133333	37.533333	1681
329999861	2	352	329	47.783333	38.066667	2329
329999962	2	354	323	46.25	37.65	2240
339999000	2	66	321	46.259167	36.246944	1541
339999001	2	356	322	46.416667	37.333333	1661
339999002	2	358	317	46.1	37.133333	1294
339999003	2	356	317	46.283333	37.3	1604
339999004	2	66	321	46.066667	36.25	1587
339999005	2	358	317	46.266667	37.016667	1372
339999006	2	31	319	46.833333	36.916667	2388
339999007	2	66	321	46.166667	36.183333	1600
339999008	2	66	321	46.416667	36.333333	1733
339999009	2	66	321	46.283333	36.233333	1500
339999010	2	66	321	46.466667	36.15	1796
339999011	2	66	321	46.366667	36.283333	1586
339999012	2	31	317	45.916667	37.033333	1283
339999013	2	66	321	46.3	36.05	1541
339999014	2	9	19	47.366667	36.616667	2667
339999015	2	66	321	46.433333	36.2	1451
339999016	2	23	320	47.083333	36.466667	1789
339999017	2	66	321	46.6	36.233333	1527
339999018	2	27	319	46.75	36.5	1837
339999020	2	66	320	46.716667	36.383333	1652
339999021	2	66	320	46.7	36.4	1521
339999022	2	23	320	47.283333	36.55	2284
339999023	2	22	319	46.483333	36.483333	1391
339999027	2	27	319	46.416667	36.883333	1375
339999029	2	31	317	46.116667	36.966667	1294
339999030	2	358	317	46.266667	37.016667	1372
339999033	2	66	321	46.259167	36.246944	1541
339999034	2	66	321	46.101389	36.18	1544
339999035	2	22	318	46.166667	36.65	1325
339999036	2	22	318	45.933333	36.433333	1432
339999037	2	31	317	46.05	36.95	1288
339999039	2	31	317	46.033333	36.983333	1284
339999040	2	27	319	46.55	36.566667	1356
339999041	2	31	317	46.033333	36.983333	1284
339999042	2	66	321	46.5	36.116667	1604
339999043	2	349	326	46.116667	38.15	1333
339999044	2	66	321	46.35	36.1	1510
339999045	2	358	317	46.15	37.033333	1304
339999046	2	66	318	46.05	36.383333	1449
339999047	2	31	317	46.2	36.916667	1366
339999048	2	22	317	46.233333	36.8	1335
339999049	2	23	320	47.033333	36.483333	1748
339999050	2	22	317	46	36.783333	1537
339999051	2	31	317	46.15	36.916667	1299
339999052	2	363	17	46.95	36.95	2017
339999055	2	30	318	45.683333	36.4	1567
339999058	2	27	319	46.55	36.683333	1355
339999060	2	66	318	46.083333	36.45	1348
339999071	2	66	321	46.057222	36.145556	1606
339999081	2	356	317	46.433333	37.516667	2022
339999201	2	66	321	45.983333	36.166667	1928
339999203	2	66	321	46.016667	36.1	1892
339999205	2	66	321	46.383333	35.85	1698
339999308	2	27	319	46.65	36.583333	1685
339999333	2	27	319	46.7	36.783333	1938
