stationid	new_part	shahrestan	subbasin_i	Longitude	Latitude	new_elevation
134200	1	211	555	55.483333	30.25	2140
134205	1	206	555	55.983333	30.216667	1898
134210	1	216	559	56.716667	30.2	1690
134215	1	216	473	57.55	30.183333	1950
134220	1	210	432	55.236834	29.14571	1812
134225	1	216	473	57.5	30.166667	2091
134230	1	206	430	55.716667	29.983333	2430
134235	1	216	559	57.416667	29.983333	2249
134240	1	201	558	56.25	29.933333	2402
134245	1	201	558	56.35	29.933333	2202
134250	1	216	559	57.5	29.916667	2473
134255	1	210	435	55.75	29.866667	2332
134260	1	210	558	56.2	29.866667	2429
134265	1	216	474	57.733333	29.866667	1715
134270	1	201	558	56.783333	29.85	2079
134275	1	210	435	55.816667	29.816667	2260
134280	1	210	435	55.95	29.766667	2416
134285	1	201	558	56.683333	29.75	2112
134290	1	216	477	57.333333	29.7	2218
134295	1	210	435	55.8	29.633333	1953
134300	1	210	435	56.005	29.633333	2165
134305	1	210	435	55.55	29.616667	1733
134310	1	216	477	57.416667	29.583333	2260
134315	1	201	558	56.666667	29.516667	2630
134320	1	202	476	57.910283	29.053757	2085
134325	1	216	477	57.6	29.483333	2077
134330	1	200	445	56.433333	29.466667	2639
134335	1	210	434	55.3	29.416667	1695
134340	1	200	435	56.333333	29.416667	2467
134345	1	200	443	56.633333	29.366667	2595
134350	1	216	478	57.45	29.366667	2381
134355	1	216	478	57.333333	29.35	2769
134360	1	204	446	56.916667	29.333333	2454
134365	1	200	445	56.4	29.316667	2308
134370	1	204	446	56.9	29.283	2329
134375	1	200	442	56.75	29.266667	2445
134380	1	200	435	56.316667	29.233333	2350
134385	1	200	445	56.483333	29.233333	2225
134390	1	203	478	57.316667	29.233333	2693
134395	1	203	478	57.5	29.216667	2604
134400	1	210	434	55.716667	29.183333	1817
134405	1	214	480	58.011	29.02425	2011
134410	1	214	476	59.166667	29.166667	494
134415	1	210	435	55.933333	28.983333	1707
134420	1	203	440	57.216667	28.833333	1536
134425	1	157	242	55.916667	28.816667	1963
134430	1	157	242	55.833333	28.8	2012
134435	1	214	476	58.833333	28.8	732
134440	1	202	476	58.3	28.783333	1899
134445	1	202	476	58.516667	28.766667	989
134450	1	200	242	56.8	28.75	2054
134455	1	200	242	56.766667	28.716667	1877
134460	1	198	242	56.55	28.666667	1792
134465	1	202	476	58.383333	28.633333	1657
134470	1	203	438	57.933333	28.616667	1130
134475	1	198	284	57	28.4667	2114
134480	1	198	242	56.35	28.45	1034
134485	1	212	438	57.933333	28.416667	632
134490	1	198	243	56.933333	28.333333	1516
134495	1	212	438	57.9	28.333333	607
134500	1	198	242	56.633333	28.316667	1092
134505	1	212	436	58.15	28.3	996
134510	1	207	436	57.85	28.2	504
134515	1	207	436	58.2	27.866667	419
134520	1	219	279	57.483333	27.4	365
135020	1	11	553	54.86	33.08	985
135025	1	11	553	55.19	32.59	1247
135030	1	11	553	54.56	32.57	1695
135035	1	11	549	53.48	32.39	1404
135040	1	19	550	54.61	32.0	1715
135045	1	11	549	53.37	32.32	1569
135050	1	11	550	53.67	32.31	1630
135055	1	18	549	53.41	32.15	2000
135060	1	18	550	53.82	32.08	1518
135065	1	16	550	54.11	32.09	1139
135070	1	19	550	54.38	31.92	1206
135075	1	16	550	54.07	31.81	1739
135080	1	18	550	53.58	31.92	2177
135085	1	16	550	53.79	31.9	1937
135090	1	19	550	54.38	31.9	1224
135095	1	16	550	53.86	31.86	2036
135100	1	19	550	54.34	31.85	1253
135105	1	19	550	54.39	31.85	1243
135110	1	13	463	55.82	31.86	1866
135115	1	16	550	53.88	31.84	2069
135120	1	14	550	53.76	31.81	2578
135125	1	19	550	54.5	31.79	1258
135130	1	14	551	54.233	31.767	1479
135135	1	19	550	54.42	31.77	1264
135140	1	13	562	55.97	31.76	2352
135145	1	14	551	54.183	31.733	1613
135150	1	12	561	55.78	31.74	1970
135155	1	14	551	54.09	31.72	1829
135160	1	14	422	53.63	31.67	2147
135165	1	13	463	56.09	31.67	1903
135170	1	13	463	56.21	31.67	1900
135175	1	14	551	54.01	31.65	2300
135180	1	14	550	54.12	31.62	2411
135185	1	14	550	54.16	31.6	2460
135190	1	17	550	54.52	31.6	1407
135195	1	17	550	54.9	31.58	1968
135200	1	14	550	54.1	31.6	2688
135205	1	14	421	53.77	31.55	2200
135210	1	14	421	53.84	31.56	2453
135215	1	17	550	54.19	31.56	2289
135220	1	14	421	53.9187	31.54	2490
135225	1	17	550	54.21	31.53	2345
135230	1	17	550	54.24	31.55	2214
135235	1	14	421	53.85	31.51	2200
135240	1	14	421	54.06	31.5	2478
135245	1	17	550	54.79	31.5	1470
135250	1	14	421	53.96	31.47	2345
135255	1	14	421	53.74	31.45	1822
135260	1	12	562	55.8827	31.45	2092
135265	1	14	557	54.23	31.44	2376
135270	1	12	561	55.8	31.42	1593
135275	1	14	421	53.91	31.39	2011
135280	1	17	557	54.16	31.31	1981
135285	1	17	557	54.26	31.28	1968
135295	1	10	417	53.02	31.05	1720
135300	1	10	417	53.35	31.02	1494
135305	1	15	423	53.99	30.28	1994
135310	1	15	425	53.96	30.14	2231
135315	1	15	428	54.31	29.78	1718
135320	1	15	428	54.32	29.78	1714
135325	1	15	428	54.19	29.75	1954
138020	2	337	378	50.73	32.68	2198
138030	2	338	378	50.82	32.65	2128
138040	2	341	137	50.03	32.62	2496
138050	2	339	384	50.496332	32.481707	2534
138060	2	335	128	50.547123	32.092153	1866
138070	2	341	137	49.87	32.65	2221
138080	2	341	384	50.266667	32.483333	2244
138090	2	341	122	49.858	32.451	1851
138100	2	339	129	50.52	32.43	2505
138110	2	341	384	50.28	32.42	2530
138120	2	341	384	50.4	32.37	2525
138130	2	338	378	50.983797	32.506141	1961
138140	2	338	378	50.81494	32.688761	1977
138150	2	340	129	50.6	32.17	2615
138160	2	340	129	50.68	32.15	2014
138170	2	340	129	50.66	32.17	2011
138180	2	337	383	50.72051	32.668705	2214
138190	2	339	131	50.783986	32.384938	2085
138200	2	335	126	50.4	31.97	1998
138210	2	342	126	50.48	31.93	1909
138220	2	342	126	50.56	31.91	1975
138230	2	336	124	51.183333	31.9	2351
138240	2	336	124	51.15	31.85	2240
138250	2	336	127	50.98	31.83	3297
138260	2	343	120	50.848684	31.379606	2041
138270	2	342	126	50.77	31.75	2604
138280	2	335	122	50.566667	31.73	1465
138290	2	343	122	50.79	31.63	1547
138300	2	335	122	50.63	31.67	1512
138310	2	336	123	51.05	31.67	3728
138320	2	336	123	51.183333	31.61	2073
138330	2	343	120	51.05	31.43	2420
138340	2	342	127	50.736396	31.940338	2099
141020	2	351	4	47.170617	39.291303	215
141150	2	350	4	45.822225	38.829419	1384
141170	2	357	6	45.801263	38.700986	2069
141190	2	362	4	46.168337	38.682558	1478
141200	2	357	4	45.682104	38.64557	1468
141210	2	357	6	45.757252	38.657924	1649
141250	2	346	0	47.50019	38.621127	777
141270	2	362	3	46.693878	38.577019	1820
141280	2	346	3	46.882369	38.532052	1603
141290	2	362	3	46.646961	38.506931	1682
141310	2	346	3	47.249506	38.419436	1275
141350	2	353	326	46.167	38.25	1489
141360	2	353	326	46.167	38.217	1436
141380	2	353	330	45.69929	38.1785	1429
141400	2	360	327	47.11496	38.256614	1922
141410	2	360	327	47.08502	38.09468	1605
141420	2	352	327	47.133258	38.082318	1601
141430	2	349	326	46.38	38.05	1536
141440	2	349	326	46.112199	37.991977	1383
141450	2	352	329	47.759328	37.970797	1875
141470	2	347	326	46.584737	37.952025	1862
141500	2	345	326	46.12	37.91	1548
141510	2	352	327	47.1	37.88	1765
141530	2	349	326	46.315617	37.859296	2149
141540	2	347	328	46.835625	37.841567	1743
141550	2	352	329	47.514172	37.825256	1714
141580	2	344	325	45.9	37.783	1299
141600	2	347	17	47.030593	37.745871	2041
141610	2	347	328	46.936685	37.724626	1895
141620	2	347	328	46.76	37.8	1887
141630	2	347	17	46.837494	37.668669	1938
141640	2	344	324	45.827202	37.591057	1354
141660	2	359	17	47.623659	37.602679	1584
141670	2	359	17	47.390707	37.582927	1617
141680	2	361	17	46.75	37.55	1866
141690	2	361	17	46.842535	37.549094	1710
141700	2	359	17	47.35	37.533	1477
141710	2	359	16	47.850476	37.5112	1102
141720	2	361	17	47.050467	37.475782	1637
141730	2	354	323	45.893112	37.477257	1299
141740	2	361	17	46.879064	37.478114	1619
141750	2	361	17	46.655395	37.43685	1803
141760	2	359	17	47.47938	37.45803	1603
141780	2	356	322	46.167	37.417	1524
141790	2	356	322	46.39409	37.345972	1668
141800	2	361	17	46.763263	37.347277	1686
141810	2	361	319	46.666244	37.306616	1807
141820	2	359	17	48.07004	37.313554	1767
141830	2	359	17	47.485377	37.306773	1567
141850	2	359	17	47.905715	37.285736	1372
141860	2	356	317	46.391616	37.263368	1711
141870	2	356	317	46.209028	37.248345	1389
141880	2	359	17	48.064925	37.257216	1710
141890	2	358	317	46.25435	37.17226	1611
141900	2	358	317	46.05479	37.15656	1299
141910	2	363	17	46.975768	37.127593	1917
141920	2	356	319	46.576399	37.11608	1993
144020	2	29	0	44.74426111	39.67508056	797
144025	2	29	12	44.461716	39.549066	1320
144030	2	33	12	44.903	39.535	776
144035	2	29	12	44.75	39.53	834
144045	2	29	9	44.663888	39.313148	1031
144055	2	29	9	44.541785	39.282792	1154
144060	2	28	9	44.9525	39.1456	1003
144070	2	35	11	44.52	39.06	1906
144075	2	35	11	44.33	39.04	2031
144080	2	33	9	45.244	39.037	1070
144085	2	35	9	44.7452	39.0125	1820
144090	2	33	9	45	39.01	1318
144095	2	36	7	44.8598	38.8587	1229
144100	2	24	8	44.37	38.71	2371
144105	2	24	8	44.7	38.68	2015
144110	2	24	8	45.046958	38.626265	1044
144115	2	24	8	44.34	38.49	2103
144120	2	24	5	45.1968556	38.4860278	1329
144125	2	24	8	44.92969	38.462441	1180
144130	2	24	8	44.722583	38.434657	1951
144135	2	24	8	44.4161111	38.3930556	2345
144140	2	24	8	45.038788	38.361233	1397
144145	2	26	308	44.624954	38.31359	2250
144150	2	26	308	44.764668	38.313118	1559
144155	2	26	308	44.994644	38.224865	1282
144160	2	26	308	44.88262	38.18048	1323
144165	2	26	308	44.690556	38.172111	1443
144170	2	26	308	44.466625	38.15833	2313
144175	2	26	308	44.591927	38.104633	1632
144180	2	20	308	44.897972	38.04269	1790
144185	2	20	308	44.71	38.01	1962
144190	2	26	308	44.454296	37.986158	2238
144195	2	20	309	45.04	37.9	1281
144200	2	20	310	44.645336	37.724167	1615
144215	2	20	309	45.064911	37.710586	1312
144220	2	20	310	44.669323	37.696068	1677
144225	2	20	309	45.143421	37.673975	1281
144230	2	20	309	45.007427	37.632454	1378
144235	2	20	309	45.206562	37.533264	1292
144240	2	20	309	45.216717	37.44384	1285
144245	2	20	311	44.87621	37.40109	1651
144250	2	20	309	45.165752	37.394173	1307
144255	2	20	312	44.901405	37.250717	1497
144260	2	21	309	45.1251134	37.241142	1581
144263	2	20	312	44.91	37.2	1581
144265	2	20	313	45.32849	37.241028	1298
144270	2	31	317	45.91	37.15	1281
144275	2	31	317	45.81	37.07	1273
144280	2	31	319	46.42	37.04	1441
144285	2	31	317	46	37.0	1286
144290	2	21	315	45.14	36.99	1412
144295	2	32	314	45.315575	36.98681	1322
144300	2	31	319	46.455055	36.97639	1614
144305	2	31	319	46.5	36.92	1496
144310	2	30	317	45.94	36.91	1335
144315	2	30	316	45.809948	36.87296	1301
144320	2	27	319	46.541214	36.856003	1679
144325	2	30	317	45.971278	36.838861	1452
144330	2	34	46	45.081367	36.833023	1750
144335	2	27	319	46.58345	36.82226	1660
144340	2	34	46	45.25618	36.815083	1468
144345	2	27	319	46.36032	36.81	1319
144350	2	34	46	45.15151	36.72996	1467
144355	2	30	316	45.649	36.66236	1576
144360	2	30	316	45.706577	36.658012	1415
144365	2	23	320	47.211015	36.609596	2116
144370	2	22	319	46.41815	36.59927	1645
144375	2	27	319	46.70119	36.577682	1793
144380	2	23	320	47.05	36.56	1824
144385	2	34	46	45.14604	36.530647	2340
144390	2	23	320	47.227389	36.526681	2172
144395	2	23	319	46.88	36.518017	2303
144400	2	30	318	45.793144	36.5072	1495
144405	2	22	319	46.331738	36.488594	1521
144410	2	23	320	47.3073	36.477647	2398
144415	2	30	316	45.5	36.45	1870
144420	2	22	318	46.072608	36.447167	1367
144425	2	27	320	46.659096	36.441635	1708
144430	2	27	321	46.524783	36.425136	1454
144435	2	23	320	46.99319	36.403717	1775
144440	2	25	45	45.399845	36.37823	1277
144445	2	30	318	45.57918	36.368378	1683
144450	2	23	320	47.056206	36.355816	2046
144455	2	23	320	47.223503	36.330177	2042
144460	2	22	318	45.778222	36.256389	1753
144465	2	25	45	45.342686	36.253532	1276
144470	2	25	45	45.500195	36.083714	1379
145020	2	323	0	47.9204	39.643333	50
145030	2	323	0	47.959033	39.582011	56
145040	2	323	0	47.988091	39.6236	37
145050	2	323	0	47.916577	39.618062	65
145060	2	316	0	48.237881	39.471111	108
145070	2	323	0	47.409561	39.440533	164
145080	2	316	0	48.089822	39.438744	174
145090	2	316	0	47.9001	39.254573	577
145100	2	316	0	48.076512	39.177092	372
145110	2	324	0	47.654022	39.090844	607
145120	2	324	0	47.744591	39.043764	769
145130	2	324	0	48.29289	39.04786	680
145140	2	324	0	47.915451	39.002982	934
145150	2	320	0	47.676833	38.8624	1504
145160	2	320	2	47.747941	38.750694	1381
145170	2	320	2	47.940142	38.729833	1272
145180	2	320	2	48.094512	38.631871	1431
145190	2	315	2	48.279681	38.607453	1618
145200	2	321	2	48.361612	38.56573	1727
145210	2	320	2	47.863277	38.522586	1165
145220	2	320	1	47.616682	38.495311	998
145230	2	315	2	48.272744	38.489062	1460
145240	2	320	2	48.026	38.496814	1163
145250	2	320	1	47.485333	38.370533	1213
145260	2	315	2	48.103343	38.324452	1754
145270	2	320	1	47.714631	38.29854	2184
145280	2	315	2	48.137513	38.290255	1527
145290	2	321	2	48.5568	38.282294	1338
145300	2	321	2	48.635344	38.267923	1435
145310	2	318	2	48.114421	38.212592	1568
145320	2	321	2	48.56499	38.186433	1491
145330	2	318	2	48.056087	38.177766	1790
145340	2	315	2	48.478571	38.107544	1470
145350	2	322	2	47.967871	37.949703	1831
145360	2	322	2	48.237039	37.96014	1534
145370	2	319	16	48.30792	37.767684	1362
145380	2	317	16	48.525113	37.743491	1947
145390	2	319	16	48.330141	37.701592	1496
145400	2	317	16	48.607683	37.57116	1947
145410	2	317	16	48.377822	37.538753	1649
145420	2	317	16	48.2857	37.452942	906
145430	2	317	16	48.179474	37.426542	1618
145440	2	317	16	48.608567	37.418108	2141
145450	2	317	16	48.730636	37.396406	1670
145460	2	317	16	48.32837	37.373011	1446
145470	2	317	16	48.750851	37.329391	1394
145480	2	317	16	48.417831	37.252762	732
145490	2	317	16	48.569341	37.248212	1002
145500	2	318	2	47.87362	38.205229	3070
145701	2	346	1	47.32	38.41	1390
145702	2	320	1	47.51	38.3	2014
145703	2	360	327	47.28	38.22	2352
145704	2	346	1	47.44	38.45	1168
145705	2	315	2	48.33	38.16	1429
145706	2	351	4	47.24	39.26	418
145708	2	322	2	48.33	38.0	1642
145770	2	324	0	48.17	39.03	958
145771	2	323	0	47.46	39.32	302
151020	2	256	596	58.58	37.67	890
151025	2	256	596	58.783333	37.566667	1002
151030	2	256	596	58.966667	37.55	697
151035	2	256	597	59.333333	37.516667	248
151040	2	263	596	58.44	37.51	1653
151045	2	256	596	58.966667	37.5	634
151050	2	256	596	59	37.416667	670
151055	2	263	596	58.43	37.4	1936
151060	2	263	42	58.42	37.38	2229
151065	2	256	596	59.216667	37.383333	641
151070	2	263	596	58.6	37.366667	1860
151075	2	263	42	58.5	37.333333	1891
151080	2	263	42	58.55	37.3	1828
151084	2	256	597	59.41	37.3	624
151085	2	256	597	59.416667	37.3	593
151090	2	256	597	58.833333	37.283333	1576
151095	2	265	34	59.45	37.266667	589
151100	2	256	597	59.216667	37.233333	774
151105	2	256	597	59.3	37.233333	747
151110	2	263	42	58.71	37.22	1572
151115	2	256	597	59.1	37.2	1410
151120	2	263	42	58.85	37.183333	1952
151125	2	256	597	59.033333	37.166667	1788
151130	2	263	42	58.416667	37.133333	1272
151135	2	256	597	59.35	37.116667	1497
151140	2	265	597	59.4	37.083333	1530
151145	2	265	597	59.55	37.083333	889
151150	2	265	597	59.633333	37.083333	865
151155	2	263	42	58.72	37.08	1547
151160	2	263	42	58.6	37.066667	1391
151165	2	263	42	58.46	37.04	1519
151170	2	265	597	59.9	37.0	765
151175	2	265	597	59.75	36.983	1062
151185	2	263	602	58.483333	36.916667	1854
151190	2	263	602	58.7	36.916667	1280
151195	2	263	602	58.6	36.87	1454
151200	2	269	602	59.25	36.85	1734
151205	1	250	532	56.92	36.8	993
151210	2	269	602	59.1	36.8	1234
151215	2	265	597	59.916667	36.8	1131
151220	1	250	532	56.983333	36.783333	1015
151225	2	263	602	58.533333	36.766667	1607
151230	1	250	532	56.7	36.733333	980
151235	2	268	533	58.433333	36.733333	1493
151240	2	265	597	59.966667	36.733333	1067
151245	1	251	532	57.433333	36.716667	1064
151250	2	266	602	59.633333	36.7	1682
151255	2	265	597	59.916667	36.7	1411
151260	2	265	597	59.933333	36.7	1528
151265	1	250	532	57.15	36.6833	1172
151270	2	266	602	59.65	36.666667	1528
151275	1	250	526	56.816667	36.616667	1607
151280	1	268	530	58.533333	36.616667	1653
151285	1	251	537	57.85	36.6	1214
151290	1	268	530	58.7	36.6	2245
151295	2	269	602	58.953611	36.597113	1423
151300	2	266	602	59.366667	36.583333	1081
151305	2	260	597	60.433333	36.566667	845
151310	1	268	530	58.416667	36.55	1648
151315	1	250	532	57.2	36.516667	1604
151320	1	251	532	57.566667	36.5	1314
151325	1	251	532	57.433333	36.466667	1623
151330	2	266	602	59.883333	36.466667	1160
151335	2	266	602	59.55	36.44	980
151340	1	251	527	57.3	36.416667	2624
151345	2	266	602	59.7	36.416667	1033
151350	2	260	597	60.416667	36.416667	753
151355	1	254	532	57.716667	36.4	1553
151360	1	255	526	56.79	36.38	892
151365	1	259	527	57.5	36.366667	1463
151370	1	262	530	58.433333	36.366667	1355
151375	1	262	530	58.266667	36.35	1332
151380	2	266	602	59.59	36.35	985
151385	2	246	602	59.217	36.333	1940
151390	2	266	602	59.533333	36.316667	1026
151395	2	266	602	59.683333	36.316667	927
151400	1	255	526	57.083333	36.3	990
151405	2	266	602	59.583333	36.3	990
151410	1	259	527	57.833333	36.283333	1191
151415	1	254	527	58.1	36.283333	1292
151420	2	246	602	59.2	36.283333	2457
151422	1	255	526	56.8179	36.268845	821
151425	2	266	602	59.92	36.27	960
151430	1	266	601	60.13	36.27	1152
151435	1	268	530	58.833333	36.266667	1309
151440	1	268	599	61.166667	36.266667	337
151445	1	268	530	58.966667	36.25	1709
151450	1	259	527	57.5	36.216667	935
151455	1	262	530	58.483333	36.216667	1164
151460	1	255	526	56.966667	36.2	833
151465	1	259	527	57.933333	36.183333	993
151470	1	262	530	58.35	36.183333	1375
151475	1	255	526	57.033333	36.166667	836
151480	1	259	527	58.083333	36.166667	1036
151485	2	246	602	59.32	36.16	2109
151490	2	246	602	59.37	36.16	1825
151492	1	255	527	57.3586	36.1597	873
151495	1	259	527	57.5	36.133333	883
151500	1	262	530	58.533333	36.133333	1100
151505	1	268	530	58.95	36.133333	1230
151510	1	268	530	59.1	36.133333	1500
151515	2	246	602	59.366667	36.133333	1852
151520	2	246	602	59.383333	36.133333	1798
151525	1	266	530	61.216667	36.116667	361
151530	1	268	530	59.016667	36.083333	1240
151535	1	266	530	59.333333	36.083333	1899
151540	1	259	527	57.3	36.067	866
151545	1	259	527	57.833333	36.066667	1040
151550	1	268	530	58.683333	36.066667	1113
151555	1	266	601	60.3	36.066667	762
151560	1	259	527	58.066667	36.05	1071
151565	1	260	600	60.916667	36.033333	528
151570	1	259	527	57.133333	36.016667	851
151575	1	259	527	57.666667	36.0	1193
151580	1	259	528	58.166667	36.0	1092
151585	1	268	530	58.94	35.99	1177
151590	1	261	601	59.783333	35.983333	1123
151595	1	266	603	59.433333	35.966667	1412
151600	1	259	527	57.566667	35.933333	1441
151605	1	268	530	58.666667	35.916667	1220
151610	1	268	530	59.083333	35.916667	1219
151615	1	259	527	57.7	35.867	2292
151618	1	259	527	57.7819	35.8131	1790
151620	1	266	530	59.366667	35.783333	1709
151625	1	261	601	60.2	35.783333	1485
151630	1	259	527	57.55	35.716667	1441
151635	1	259	527	57.32	35.71	1782
151640	1	259	525	57.05	35.62	1276
151645	1	259	529	58.133333	35.616667	1568
151650	1	249	531	58.879084	35.587896	1870
151655	1	248	605	60.233333	35.583333	1262
151660	1	249	531	59.433333	35.533333	1765
151665	1	248	605	60.8	35.466667	1502
151670	1	264	522	58.45	35.45	1713
151675	1	258	520	59.633333	35.433333	1708
151680	1	245	521	58.166667	35.416667	1490
151685	1	258	520	59.916667	35.416667	2299
151690	1	264	521	58.6	35.383333	1991
151695	1	245	508	57.583333	35.366667	1113
151700	1	249	515	58.916667	35.366667	1662
151705	1	264	521	58.6	35.2667	1224
151710	1	258	607	59.983333	35.266667	1694
151715	1	245	508	57.3	35.183333	1173
151719	1	243	607	60.15	35.1	1439
151720	1	249	519	59.26	35.07	1127
151725	1	245	509	57.866667	35.066667	850
151730	1	252	514	58.183333	35.05	878
151735	1	278	509	57.55	35.02	841
151740	1	267	514	58.783	35.017	930
151745	1	267	514	58.85	34.983333	946
151750	1	243	607	60.217	34.9	1624
151755	1	244	513	58.45	34.8	822
151756	1	247	606	60.5	34.78	1133
151760	1	253	566	59.97	34.74	1055
151765	1	244	513	58.05	34.733333	823
151770	1	257	518	59.233	34.717	903
151775	1	244	513	58.283333	34.6	1062
151778	1	253	568	59.5283	34.4605	857
151780	1	270	516	58.95	34.416667	916
151783	1	253	567	59.8558	34.3533	784
151785	1	244	511	58.166667	34.3	1633
151790	1	270	517	58.483333	34.266667	1504
151797	1	253	568	59.5366	34.2441	868
151800	1	270	517	58.8	34.216667	1231
151805	1	270	517	58.616667	34.183333	1487
151810	1	253	567	60.2113	34.0713	664
154020	1	147	586	61.5029	31.1677	482
154030	1	147	580	61.417	31.05	473
154035	1	147	586	61.503	31.141	474
154040	1	135	586	61.562	31.039	482
154045	1	149	586	61.81	30.968	493
154050	1	135	586	61.564	31.001	489
154055	1	148	580	61.292	30.938	471
154060	1	148	586	61.384	30.936	478
154065	1	137	586	61.742	30.917	492
154070	1	137	586	61.569	30.89	484
154075	1	148	586	61.568	31.128	486
154080	1	148	580	61.32868	30.63899	475
154085	1	135	586	61.521	30.948	482
154090	1	136	580	60.069	30.487	1534
154095	1	136	584	60.84293	29.98424	804
154100	1	136	584	60.506	29.184	1570
154105	1	136	486	60.265	29.3779	1611
154110	1	136	487	60.41803	29.63154	1609
154115	1	136	585	61.035	29.587	1381
154120	1	136	585	60.842	29.536	1384
154125	1	136	585	60.84528	29.44776	1421
154130	1	136	585	60.77919	29.4894	1486
154135	1	136	585	60.71906	29.33416	1782
154140	1	136	483	60.91599	29.4862	1351
154145	1	136	590	60.95	29.308	1625
154150	1	145	590	61.449	28.839	1096
154155	1	136	483	60.384	29.276	1494
154160	1	136	585	60.728	29.235	1698
154165	1	136	484	60.279	29.083	1410
154167	1	136	484	60.49007	29.04434	1514
154170	1	145	590	61.333333	28.916667	1151
154175	1	136	484	60.69062	28.86329	1865
154180	1	136	484	60.378	28.843	1443
154185	1	145	591	60.893	28.845	2089
154190	1	145	590	61.33	28.917	1163
154195	1	133	484	60.712	28.76	1890
154200	1	145	591	60.786	28.767	2045
154205	1	145	588	61.45	28.66702	1411
154210	1	133	481	60.79	28.65	1864
154215	1	136	481	60.372	28.657	1474
154220	1	133	588	61.4	28.6	1761
154225	1	133	588	61.3057	28.56962	1702
154230	1	133	589	61.01765	28.57918	2187
154235	1	133	589	61.00045	28.56221	2090
154240	1	133	481	60.75481	28.53511	1636
154245	1	133	481	60.46185	28.50668	1404
154250	1	133	589	61.033	28.483	1848
154255	1	133	589	61.13767	28.42947	1650
154260	1	133	485	60.92726	28.44987	1689
154265	1	133	589	61.3208	28.33755	1393
154270	1	133	481	60.46505	28.34999	1356
154275	1	208	479	59.94488	27.20493	432
154280	1	133	589	61.40062	28.27413	1341
154285	1	133	589	61.467	28.133	1341
154290	1	133	589	62.25419	27.12882	1089
154295	1	133	485	61.00122	28.08135	1397
154300	1	138	588	62.716	28.01797	533
154305	1	133	589	61.52119	28.07117	1377
154310	1	133	485	60.7087	28.09081	1392
154315	1	133	485	60.81948	28.05779	1391
154320	1	134	455	60.025	26.891	705
154325	1	138	594	61.951	27.78	1443
154330	1	133	454	61.04921	27.5664	1205
154335	1	140	595	61.48167	27.65902	1342
154340	1	138	587	62.34539	27.63965	1344
154345	1	133	454	61.03264	27.6643	1276
154348	1	138	587	62.757	27.81	659
154350	1	133	453	60.916	27.61841	1100
154355	1	138	587	62.733333	27.616667	828
154360	1	140	595	61.63558	27.55241	1256
154365	1	133	453	61.16768	27.54883	1301
154370	1	134	455	59.682	27.439	414
154375	1	134	455	59.28	27.53	373
154380	1	134	451	59.43226	27.45248	382
154385	1	132	452	60.82225	27.42095	764
154390	1	132	451	59.91319	27.39294	436
154393	1	138	594	62.329	27.346	1150
154395	1	138	594	62.389	27.332	1175
154400	1	132	452	60.878	27.23	681
154405	1	140	595	61.889	27.349	1157
154410	1	144	593	61.43142	27.23272	1365
154415	1	140	595	62.07	27.245	1152
154420	1	140	595	62.06996	27.2452	1150
154425	1	140	595	62.38	27.318	1146
154430	1	132	452	60.685	27.2	571
154435	1	140	595	62.34906	27.37124	1183
154440	1	132	452	60.361	27.185	494
154445	1	138	594	62.611	27.185	1146
154447	1	138	594	61.563	27.126	1298
154450	1	144	593	61.31423	27.30998	1429
154455	1	134	450	59.80527	27.19686	417
154460	1	138	592	62.83175	27.11449	1058
154465	1	144	593	61.58	27.148	1296
154470	1	138	592	63.242	27.134	897
154475	1	144	452	61.38905	27.05815	1419
154480	1	144	593	61.61694	26.94798	1353
154485	1	140	593	62.117	27.003	1227
154490	1	140	593	61.835	27.017	1253
154495	1	138	592	63.14115	26.8105	1098
154500	1	141	450	60.78325	27.58917	919
154505	1	146	450	60.172	26.833	788
154510	1	138	592	62.637	26.827	1260
154515	1	146	450	60.363	26.785	967
154520	1	146	304	60.548	26.427	962
154525	1	139	306	61.04092	26.75335	1203
154530	1	144	307	62.775	27.428	1029
154535	1	146	450	60.169	27.159	473
154540	1	139	306	61.25708	26.65961	922
154545	1	144	307	61.659	26.68	1040
154550	1	146	304	60.5	26.643	1170
154555	1	138	304	63.022	26.647	882
154560	1	146	450	60.122	26.628	1114
154570	1	141	292	61.003	26.918	1180
154575	1	139	306	61.257	26.466	700
154580	1	146	292	59.08	26.389	441
154585	1	142	304	60.759	26.255	531
154590	1	146	299	60.08111	26.3424	630
154595	1	146	295	59.395	26.295	372
154600	1	142	299	60.328	26.309	665
154605	1	142	304	60.602	26.197	388
154610	1	139	306	61.39963	26.21673	368
154615	1	146	299	60.107	26.143	369
154620	1	139	305	61.69259	26.08686	237
154625	1	142	303	61.083	26.017	239
154630	1	143	295	59.814	26.839	708
154635	1	150	303	60.93304	25.71721	40
154640	1	150	303	61.1	25.6	21
154645	1	143	300	60.43945	25.57194	33
154650	1	143	298	60.083	25.583	19
154655	1	143	294	59.32957	25.57667	12
154660	1	150	302	61.36266	25.40455	8
154665	1	150	302	61.13409	25.384	24
154670	1	150	300	60.63199	25.36337	20
154675	1	150	301	60.867	25.367	15
154680	1	150	300	60.40007	25.34632	10
156020	1	278	469	57.66314	32.98805	960
156030	1	278	508	57.24541	34.90464	1224
156040	1	278	507	57.22001	34.71321	1157
156050	1	271	510	57.35078	34.30069	869
156060	1	279	511	58.38564	34.18427	1916
